source,text,label
trt,Çocukların dijital güvenliği için yeni uygulama yolda,non-sarcastic
trt,"Trafik ekipleri 1 haftada 3,5 milyondan fazla aracı denetledi",non-sarcastic
zaytung,Emekli Maaşlarına Yapılan Ekstra Yüzde 5'lik Zammın Arkasından Gözleri Yaşartan Bir Fedakarlık Öyküsü Çıktı: Artık Saray'ın 2 Odasında Işık Yanmayacak...,sarcastic
zaytung,"Sinema Sanatını Korumak İçin Harekete Geçen Kültür Bakanlığı, Vine Fenomenlerini İtlafa Hazırlanıyor...",sarcastic
zaytung,"İl Olmanın Mutluluk Getirmediğini Fark Eden Düzce Halkı, Tekrar İlçe Olmak İstiyor",sarcastic
zaytung,"Batının Ahlaksızlığını Alan Gençler, Yurda Döndü",sarcastic
zaytung,Yüzde Yüz Türk Malı 500. Teknolojik Aletini Üreten Çin'de Gurur Günü,sarcastic
zaytung,"Türkiye, Suudi Arabistan Kralı Öldüğünde İlan Edilen ''Milli Yas''ı Geri Alıyor: Aynı Gün Tüm Yurtta Şenlikler Düzenlenecek...",sarcastic
trt,BAE'li pilotların eğitimi HAVELSAN’a emanet,non-sarcastic
trt,Bakan Tunç'tan CHP kurultayı açıklaması: Şikayetler partililerden geldi,non-sarcastic
zaytung,"Sağlık Bakanlığı, Önümüzdeki Dönemde İlaç Temininde Yaşanabilecek Sıkıntılara Karşı Uyardı: ''Geçireceğiniz önemli bir hastalık varsa şimdiden başlayın...''",sarcastic
trt,Narin Güran cinayetinde ikinci dava,non-sarcastic
zaytung,"Ünlü Beyaz Yakalı Gökhan Aksoy, 4 Gömleklik Ütü Performansıyla Bu Pazar Akşamı da Sanatseverlerle Buluştu...",sarcastic
trt,"Kurtulmuş: Terörsüz Türkiye meselesi, Türkiye'nin beka meselesidir",non-sarcastic
zaytung,"McDonald’s’tan 14,99’a TBT Burger Alan Genç, Evinin Camlarını ''Hoş Geldin 2018'' Yazısıyla Süsledi…",sarcastic
zaytung,Türkiye’nin Rusya’ya 100.000 Tondan Fazla Domates Sattığı Yönündeki İddialara Kremlin’den Yalanlama: “Domatesleri rejim güçlerinden aldık...”,sarcastic
zaytung,Bu Saatten Sonra Gerçekten Bir Rezerv Bulsa da Kimseyi İnandıramayacağını Fark Eden Maden Tetkik Arama Müdürlüğü'nde Moraller Bozuk...,sarcastic
trt,Cumhurbaşkanlığı Sağlık Politikaları Kurulu Başkanvekilliğine Prof. Dr. Topaloğlu atandı,non-sarcastic
zaytung,Klima Savaşında Gülen Taraf Yine Menopozlular Oldu: Ofis İçi Ortalama Sıcaklık 17 Santigrat Derece...,sarcastic
zaytung,"Ezgi Purak(22), 5 Yaşındaki Cep Telefonu ve 8 GB Internet Paketiyle Hayata Tutunma Mücadelesinde Bir Günü Daha Zaferle Kapatmak Üzere...",sarcastic
trt,"İletişim Başkanı Altun: Kardeşlikten güç alıyoruz, terörsüz bir Türkiye için el ele veriyoruz",non-sarcastic
zaytung,"800 Dolarlık Birikimi Sayesinde Her Gün Sigara Parasını Bedavaya Getiren Yavuz Aycan, Ekonomideki Gidişattan Memnun...",sarcastic
trt,Depremzede 1912 çocuktan 1879'u ailesine teslim edildi,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Suriye halkına mektup,non-sarcastic
zaytung,"İki Yıl Önce Fırsat Varken Alınmayan 0.1 Bitcoin, Ocaklara Ateş Düşürmeye Devam Ediyor...",sarcastic
zaytung,"Gamze Üldür(28), 2-3 Hafta Boş Ümitlerle Oyalanacağı Bir Sonraki Atölye İçin Kritik Seçim Aşamasında: Yoga Eğitmenliği mi? Senaryo Yazarlığı mı? Seramik mi?",sarcastic
trt,İŞKUR'dan üniversite öğrencilerine yarı zamanlı iş imkanı,non-sarcastic
zaytung,Sıranın Facebook'a Gelmesinden Korkan Yüz Binlerce Kullanıcı Başbakan'ın One Minute Videosunu Paylaşıyor...,sarcastic
zaytung,"RTÜK'ün ""İyi Uykular Çocuklar"" Projesi İle Geçtiğimiz Cuma Akşamı Uyumaya Gönderdiği Çocuklar, Yataktan Çıkmak İçin Televizyonun ""Günaydın"" Demesini Bekliyorlar",sarcastic
trt,AK Parti İstanbul İl Kongresi bugün yapılacak,non-sarcastic
trt,Yenidoğan çetesi davasında ara karar açıklandı,non-sarcastic
zaytung,Babalar Günü İçin ''Cepli Baba Maskesi'' Üreten Firma İflasın Eşiğinde: ''İyi bir fikir gibi gelmişti...'',sarcastic
trt,"DMM, 'Evli ama çocuksuz çiftlerin aile sayılmadığı' iddiasını yalanlandı",non-sarcastic
trt,2024'ün kelimesi 'kalabalık yalnızlık' seçildi,non-sarcastic
zaytung,"Büyükşehir Belediyesi, Ankara'nın Kedi Figürlü Ambleminin de Yargıdan Dönmesinin Ardından Yeni Yol Haritasını Açıkladı: ""Her şey bitmiş değil. Daha bunun armudu var, keçisi var...""",sarcastic
trt,Narin Güran cinayetiyle ilgili iki dava dosyası birleştirildi,non-sarcastic
zaytung,"Kanundaki Boşluklardan Faydalanılarak Kurulan Türkiye'nin İlk ""Yasaiçi Terör Örgütü"", Birinci Yılını Doldurdu",sarcastic
trt,Bakan Memişoğlu: Türkiye dünyada sağlık hizmetlerini çok iyi veren bir ülke konumunda,non-sarcastic
zaytung,"Oruç Tutmayan Kadına Yapılan Saldırının İzlerini Silmek İsteyen Erzurum Belediyesi, Oruç Tutmayan Bir Erkek Döverek İmajını Düzeltecek",sarcastic
zaytung,"Cengiz Holding'in Yaptığı 3 Milyar TL'lik Bağışı Aynı Gün 3 Milyar 10 Milyon TL'lik Teşvik Olarak Geri Aldığını Öğrenen Yeni Çamoluk Otomotiv: ''Yanlışlık yok, 50 milyar TL yazın bizden de...''",sarcastic
trt,Bakan Yerlikaya: Sahipsiz hayvan konusunu el birliğiyle çözeceğiz,non-sarcastic
trt,Cevdet Yılmaz: Anti-semitizm arayanlar Avrupa tarihine baksınlar,non-sarcastic
trt,"İBB'ye ""yolsuzluk"" soruşturması: Banka kasalarına el konuldu",non-sarcastic
trt,Akdeniz'de 6 büyüklüğünde deprem,non-sarcastic
zaytung,"TÜBİTAK, Yapay Zeka ile Çalışan Rastgele Müjde Üreteci Geliştirdi...",sarcastic
trt,"Narin Güran davasında karar: Anne, ağabey ve amcaya ağırlaştırılmış müebbet",non-sarcastic
trt,Bakan Memişoğlu: Sağlıkta dünya çapında ilgi görüyoruz,non-sarcastic
zaytung,Beyaz Show'un Yayından Kaldırılması Üniversiteleri Vurdu: Tek Aktivitesi Programa Otobüs Kaldırmak Olan Yüzlerce Kulüp Kapanma Noktasında...,sarcastic
zaytung,Enflasyonla Mücadele İçin İnternet Sitesi Açıldığını Öğrenen IMF'den Türkiye'ye Çağrı: ''Daha fazla kasmayın da gelin isterseniz artık. Biz üzülüyoruz izlerken...'',sarcastic
trt,Bakan Kurum: Milletimizin ev ihtiyacı karşılanacak,non-sarcastic
trt,Bizim Çocuklar Macaristan'ı 3-1 mağlup etti,non-sarcastic
zaytung,"Ak Parti'de Teşkilata Önemli Uyarı: ''Her şey netleşene kadar hem Hocacı, hem Reisçi olun. Duruma göre bakarsınız sonra...''",sarcastic
trt,"Kayak merkezlerinde, JAK timleri tatilcilerin güvenliği için teyakkuzda",non-sarcastic
trt,Acil Çağrı Merkezi'ne 'asılsız ihbar'ın cezası artıyor,non-sarcastic
zaytung,"''Canım biz arkadaşlarla maç izliycez''le Başlayan Gece Yine Izdıraba Dönüştü: 22 Telefon, 163 WhatsApp Mesajı, 2 Ayrılık Kararı...",sarcastic
zaytung,Mert Yuvak(27) Sevgililer Günü Öncesi Kritik Virajda: Hediye mi Alsam Japon Kirpi Balığı’nın Dişisine Kur Yapma Dansını mı Öğrensem?,sarcastic
zaytung,"Rasim Ozan Kütahyalı: ''İlk kez ne dediğimin anlaşıldığı bir cümle kurdum, o da buna denk geldi. Üzgünüm...''",sarcastic
zaytung,"Ön Kamerada Patates Gibi Çıkanlar Derneği, Görüntülü Sohbette Avatar Kullanma Özelliği Getiren Azar'la Yola Devam Edeceklerini Açıkladı…",sarcastic
trt,Bakan Yerlikaya: Çocuklarımızın umutlarını büyütmeye devam edeceğiz,non-sarcastic
trt,PKK/KCK'nın Fransa yapılanmasında yer alan terörist İstanbul'da yakalandı,non-sarcastic
trt,Dünden bugüne Gazzelileri sürgün etme planları,non-sarcastic
trt,Kimlik tespit çalışmaları tamamlandı: Can kaybı 78,non-sarcastic
trt,"Sigara şirketi, sigaradan ölen kişi için tazminat ödeyecek",non-sarcastic
trt,Dışişleri'nden '1915 olayları' tepkisi: Hukuk hilafına yapılan açıklamaları reddediyoruz,non-sarcastic
zaytung,"Türkiye Kuyumcular Federasyonu, Yalan Yanlış Bahaneler Uydurarak Davet Edildikleri Hiçbir Düğüne Katılmayan 261 Bin Kişiyi İfşa Etmeye Hazırlanıyor",sarcastic
zaytung,"Hindistan Sağlık Bakanlığı, Bugün İtibariyle Koronavirüs Saptanan Vaka Sayısını 627, Ölen Virüs Sayısını 113 Olarak Açıkladı...",sarcastic
trt,İstanbul'da Kentsel Dönüşüm Zirvesi: Yarısı Bizden'de süreçler hızlandırılacak,non-sarcastic
trt,MSB kaynakları: Yunanistan'ın deniz yetki alanları planlaması uluslararası hukuka aykırıdır,non-sarcastic
trt,Bakan Uraloğlu: Kalkınma Yolu Projesi ile coğrafyamızın ekonomisini geliştireceğiz,non-sarcastic
trt,Bakan Şimşek: Büyüme hedefimize ulaşacağız,non-sarcastic
trt,Milli Savunma Bakanı Güler Azerbaycan'da,non-sarcastic
trt,DMM: Uluslararası kamuoyunu manipüle etmeyi amaçlayan mesnetsiz iddialara itibar etmeyiniz,non-sarcastic
zaytung,"Yönettiği Madende 8 İşçinin Ölümü Nedeniyle Hapis Cezası Alıp, Ona Rağmen Türkiye Taşkömürü Kurumu Müdürü Yapılan Kazım Eroğlu: ''Kader planımda müdür olmak varsa demek...''",sarcastic
zaytung,"Taze Fasulye Camiası, Yıllar Süren Hasretin Ardından Gelen Şampiyonluğun Coşkusunu Yaşıyor...",sarcastic
trt,TBMM Başkanı Kurtulmuş'tan şehit polis memuru Birol için başsağlığı mesajı,non-sarcastic
zaytung,Pazartesi Mesaisini Alman Disiplini ve Çalışkanlığını Konuşarak Geçiren Türkiye'de Haftanın Kalan Günleri İçin Konu Arayışı Sürüyor,sarcastic
trt,Kabine bugün toplanacak,non-sarcastic
trt,"""Özgür Özel'in makam aracı kapalı otoparka alınmadı"" iddiası yalanlandı",non-sarcastic
zaytung,81 İlin Tamamında Hizmete Giren A101 Kapıda Uygulaması Nedeniyle Kadim Bir Anadolu Geleneği Tehdit Altında: ‘'Evin en küçüğünü markete yollamak…'',sarcastic
zaytung,"AK Parti, Murat Kurum'un 31 Mart Akşamına Kadar Kesinlikle Ağzını Açmayacağı Yeni Bir Seçim Stratejisi Üzerinde Çalışıyor...",sarcastic
trt,TBMM'de bu hafta hangi konular görüşülecek? İşte gündem başlıkları...,non-sarcastic
trt,Cumhurbaşkanı Erdoğan İtalya'da,non-sarcastic
trt,"Bahçeli: Terör bitecek, Türk milleti rahat bir nefes alacak",non-sarcastic
trt,Son bir haftada 49 terörist etkisiz hale getirildi,non-sarcastic
trt,"İletişim Başkanlığı'nın ""21. Yüzyılda Türkiye'nin Bağımlılıklarla Mücadele Seferberliği"" kitabı yayımlandı",non-sarcastic
trt,"Emine Erdoğan: Aile sevginin ve huzurun temeli; bireyin özü, toplumun harcıdır",non-sarcastic
zaytung,Erdoğan'ın Emriyle Erdoğan'ın Emirlerine Daha İyi Uyacak Birilerinin Genel Başkan Seçildiği AKP Kongresi Erdoğan'ın 2. Bir Emrine Kadar Tamamlandı,sarcastic
trt,"Emine Erdoğan, ""Sıfır Atık Enstelasyon Sergisi""ni ziyaret etti",non-sarcastic
zaytung,"Başbakan Erdoğan, ""Üzerinden Siyaset Yapılabilecek Konular"" Başlıklı 3 Maddelik Listeyi Muhalefet Partilerine İletti",sarcastic
trt,Bakan Tunç: Bu vatanın kahramanları asla tükenmez,non-sarcastic
zaytung,"Ülkesindeki Yangını Rusya'dan Kiraladığı 3 Uçakla Söndürmeye Çalışan Türkiye, Yanan Bölgelere Birer Saray Daha İnşa Edilerek İtibarın Korunmasını Bekliyor...",sarcastic
zaytung,Döviz Rezervleri Son 6 Yılın En Düşük Seviyesine Gerileyen Merkez Bankası'nın Başına Çiftlik Bank CEO'su Mehmet Aydın'ın Getirilmesi Gündemde...,sarcastic
zaytung,Hükümetten Memur ve Emekliye Yılbaşı Müjdesi: ''Milli Piyango size de çıkabilir...'',sarcastic
zaytung,iPhone 13'ün Tanıtılmasının Ardından Bir Müjde de AKP'li Dayılardan: iPhone 6 Sahipleri de Artık Ekonomiden Şikayet Edebilecek...,sarcastic
trt,Yılmaz: Terörsüz Türkiye hedefine yönelik yeni bir aşamaya geçildi,non-sarcastic
trt,Türkiye mezunu Suriyeliler yeni Suriye'nin inşasında aktif rol alacak,non-sarcastic
zaytung,Sedat Peker'in ''3 Milyon Dolar Rüşvet Alan Savcı'' İddialarının Ardından Hukuk Fakülteleri Tercih Döneminin Yıldızı Olma Yolunda...,sarcastic
zaytung,"Dışişleri Bakanı Çavuşoğlu, Türkiye'nin Yeni Ortadoğu Vizyonu Hakkında Konuştu: ''Valla biz koyverdik gitti artık...''",sarcastic
zaytung,Portekiz'de Oturma İzni Ödüllü Yeni Yarışma Programı ''Kaçan Kurtulur Türkiye'' Yakında TV8'de...,sarcastic
trt,"Emine Erdoğan, Cumhurbaşkanlığı Millet Kütüphanesi'nin 5'inci yaşını kutladı",non-sarcastic
trt,Altun'dan Kazakistan'daki uçak kazasında hayatını kaybedenlere taziye mesajı,non-sarcastic
trt,Kuraklık riski altındaki göller için harekete geçilecek,non-sarcastic
trt,"Dışişleri Bakanı Fidan, İranlı mevkidaşı Erakçi ile görüştü",non-sarcastic
trt,e-Devlet'ten kira sözleşmesi hizmeti emlakçıların kullanımına açıldı,non-sarcastic
trt,"Fenerbahçe, Avrupa'da tur arıyor",non-sarcastic
trt,"Emine Erdoğan, BM'de ""Yankılar"" sergisini açtı",non-sarcastic
trt,Cevdet Yılmaz: Ekonomimizin temelleri sağlam,non-sarcastic
zaytung,Seçim Öncesi Dağıtılan Çaylar Yerine Kenevir Çantalarını Demleyen Bağcılar’da Geçersiz Oy Patlaması Yaşanıyor...,sarcastic
zaytung,"Ormanda Kurtlar Tarafından Yetiştirilen Çocukların Daha Başarılı Olduğunu Ortaya Koyan Rapor, Okula Dönüşten Umudu Kesen Veliler Arasında Heyecan Yarattı...",sarcastic
zaytung,"Türkiye, Battaniye Altında İnternetten Dizi İzleyeceği Çılgın Bir Cuma Gecesine Daha Hazır...",sarcastic
zaytung,"Eski Kiracı Olduğu İçin Ucuza Oturduğu 35 Yıllık Binanın Deprem Kontrolüne Gireceğini Öğrenen Ezgi Kuray(29), Google'a Girdi: ''Kolon nasıl güçlendirilir? Enter...''",sarcastic
zaytung,"9 Yıldır 4-11 Yaş Arası Çocuk Danslarına Maruz Kalan Yazlık Disko DJ'i, 28 Yaşında Malulen Emeklilik Hakkı Kazandı...",sarcastic
trt,"Cumhurbaşkanı Erdoğan, deprem bölgesine gidecek",non-sarcastic
trt,Türkiye'nin aile istatistikleri açıklandı,non-sarcastic
zaytung,"Son Olarak Türkiye'nin Yüzde 52'sinin Mutlu, Yüzde 67'sinin Gelecekten Umutlu Olduğunu Açıklayan TÜİK'in Şebeke Suyunda İnceleme Başlatıldı...",sarcastic
zaytung,Maduro'ya Bir Destek de Nusret'ten: ''Açlıktan kırılan tüm Venezuela halkı adına yiyordu... Emperyalizme inat olarak... Bence...'',sarcastic
zaytung,"Dünya Ülkelerinden Beklenen İtiraf: ''Evet, gerçekten en büyük derdimiz Türkiye'ye mümkün olabildiğince fazla zarar vermek...''",sarcastic
zaytung,"Türkiye, 4 Milyon Mülteciye Mal Olan 7 Yıllık Suriye Politikasının Meyvelerini Nihayet Toplamaya Başlıyor: Ucuz Patates...",sarcastic
trt,Yavuz Sultan Selim Köprüsü'nden demir yolu geçecek,non-sarcastic
zaytung,"Taksiciler Odası Başkanı, ''Kısa Mesafe'' Gerekçesiyle Çağlayan Adliyesi Önündeki Protestoya Katılmayan Binlerce Meslektaşına Ateş Püskürdü...",sarcastic
trt,"Bakan Uraloğlu duyurdu: Elektrikli skuterlere ""yerli üretim şartı"" geliyor",non-sarcastic
trt,İstanbul Havalimanı ocak ayını zirvede tamamladı,non-sarcastic
trt,Bakan Ersoy: Huzur ve refah içindeki yarınları omuz omuza inşa etmeyi sürdüreceğiz,non-sarcastic
trt,Bahçeli: CHP’nin yolu yol değildir,non-sarcastic
trt,İsrail'in sürgün ettiği 15 Filistinli Türkiye'ye getirilecek,non-sarcastic
trt,Vali Gül açıkladı: İstanbul'da cuma günü okullar tatil olacak mı?,non-sarcastic
trt,Bakan Kurum: Attığımız her temelde umut var,non-sarcastic
zaytung,"Şirketin 5 Günlüğüne Yurtdışına Yolladığı Fırat Durgan, 2 Yıl Boyunca Paylaşacağı 400 Fotoğrafla Yurda Döndü",sarcastic
trt,Ramazanın ilk iftarı bugün yapılacak,non-sarcastic
trt,"İletişim Başkanlığı, Cumhurbaşkanı Erdoğan'ın ADF'deki konuşmasını kitaplaştırdı",non-sarcastic
trt,"Avrupa Birliği, Türkiye ile ilişkileri geliştirme arayışında",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Mehmet Akif Ersoy'u vefatının 88'nci yılında andı",non-sarcastic
zaytung,"Tartışmalara Yol Açan ''Silahsız Terörist'' Yasası, ''İsmi Recep Tayyip Erdoğan olmayan herkes'' Şeklinde Sadeleştirilecek...",sarcastic
trt,Bakan Bayraktar: Azerbaycan'ın Avrupa'ya ihraç ettiği gaz miktarını 2 katına çıkarma hedefi için altyapı hazır,non-sarcastic
zaytung,"Milli Eğitim Bakanlığı, YKS Tarihinin Öne Çekilmesine Gelen ''Geleceğimizle oynuyorsunuz'' Tepkilerine Anlam Veremiyor: ''Gelecek derken?''",sarcastic
zaytung,"Bir Grup İşadamı, Çalışanlarına 27 Milyon Dolar Dağıtan Yemeksepeti'nin Önüne Siyah Çelenk Bıraktı",sarcastic
trt,İstanbul'da okullar bugün de tatil edildi,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Zelenskiy ile görüştü",non-sarcastic
zaytung,Üniversite-Sanayi İşbirliğinden Sonra İş Dünyasının Gözü Şimdi de İlkokullarda,sarcastic
trt,AK Parti Sözcüsü Çelik: İslam düşmanlığıyla mücadele tüm insanlığın meselesidir,non-sarcastic
zaytung,"Neye Elini Atsa Zarar Edenler Derneği, 2021 Yılı Favori Yatırım Araçları Listesini Açıkladı...",sarcastic
zaytung,"Üniversite Mezunu İşsiz Oğullarının 3.600 TL GSS Borcu, 420 TL KPSS Başvuru Masrafı Olduğunu Öğrenen Aile Minik Yavruya Yeni Bir Yuva Arıyor",sarcastic
zaytung,Bakan Koca'dan Müjdeli Haber: ''Covid-19 kısıtlamalarını tam olarak anlayıp bana da anlatacak olan 10 vatandaşımız tüm kısıtlamalardan muaf tutulacak...'',sarcastic
zaytung,1 Yıldır Devam Eden Fuat Avni'nin Kimliğini Deşifre Etme Operasyonunda ''Delikanlıysan çık ortaya!'' Aşamasına Gelindi,sarcastic
zaytung,"Erzurum'da Kaza Orucu Tutan Bir Kişi, Şehrin Geri Kalanına Saldırdı...",sarcastic
zaytung,Euro'nun 8 TL'yi Geçmesine Üzülmüş Gibi Yapmaya Çalışırken Yüz Felci Geçiren Gurbetçinin Tedavisi Sürüyor...,sarcastic
zaytung,Bir Felsefe Mezunu Daha Hayal Kırıklığına Uğradı: ''Hani MİT’e falan girebiliyorduk?'',sarcastic
zaytung,"Rapor: Mezun Olduktan Sonra da Büyük İhtimalle Ailelerinin Evinde Oturup Bütün Gün Ekrana Bakacak Olan Gençler, Uzaktan Eğitimle Hayata Daha İyi Hazırlanıyor...",sarcastic
zaytung,"Türkiye Çapında 9 Aylık Hamile 34.980 Kadın, İkizler Burcunun Son 4 Gününü Atlatmak İçin Ter Dökmeye Devam Ediyor",sarcastic
trt,DMM: TOKİ'nin Arnavutköy'deki konut projesinin Kanal İstanbul'la ilgisi yok,non-sarcastic
zaytung,"Gücü Artık Sadece 4 Kilo Yeşil Bibere Yeten 200 TL'lik Banknot, Depresyona Girdi...",sarcastic
zaytung,"Yozgat Belediyesi, Şehre Gelebilmek İçin Otobüs Biletine 500 TL Veren Vatandaşları Aşırı Bir Beklentiye Girmemeleri Konusunda Uyardı: ''Yozgat yine aynı Yozgat...''",sarcastic
zaytung,"Son 1 Yılda 4 Kez Halk Devriminin Yapıldığı Eritre'de Halk, Uluslararası Basının Devrimlere Olan İlgisizliğinden Şikayetçi",sarcastic
zaytung,"Her Felaketten Sonra ''Daha kötü ne olabilir ki?'' Diyen Türkiye, Dersini Aldı: ''Tamam ya sormuyoruz artık...''",sarcastic
zaytung,Okulların Kapanmasıyla Memleketine Dönen Üniversite Öğrencisi M.C.Çetinkaya (21) Aşırı Miktarda Anne Dizisine Maruz Kalmasının Ardından Hastaneye Kaldırıldı,sarcastic
trt,Türk Silahlı Kuvvetleri'nden arama kurtarma tatbikatı,non-sarcastic
trt,"Yılın ilk Kabinesi, Cumhurbaşkanı Erdoğan başkanlığında toplandı",non-sarcastic
zaytung,"2013'ü Henüz Ölmeden Atlatabilen Son 8 Ünlü, UNESCO Tarafından Koruma Altına Alındı",sarcastic
trt,"Cumhurbaşkanı Erdoğan, açılışını yaptığı hastanede hastaları ziyaret etti",non-sarcastic
trt,"DMM, ""AFAD'da İBB'siz deprem toplantısı yaptılar"" iddiasını yalanladı",non-sarcastic
zaytung,"Maliye Bakanlığı, Her Gün İki Paket Sigara İçip Bir 70’lik Deviren Şans Oyunları Tutkunu Halil Kuru’ya Sosyal Devlet Anlayışı Çerçevesinde Teşekkür Ziyareti Gerçekleştirdi..",sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz: KKTC'nin haklı davasını sonuna kadar savunacağız,non-sarcastic
trt,"FETÖ'nün ""7 Şubat MİT Kumpası""nın üzerinden 13 yıl geçti",non-sarcastic
trt,Bakan Göktaş: Türkiye koruyucu aile modeliyle dünyaya örnek oluyor,non-sarcastic
trt,Limon ihracatı geçici olarak durduruldu,non-sarcastic
trt,Türkiye'den Sudan'daki hastane saldırısına kınama,non-sarcastic
trt,"Erdoğan'dan Özel'e: Esenyurt'tan, Beşiktaş'tan haberin yoksa sen bu işi bırak",non-sarcastic
zaytung,"Turizm ile Hazine ve Maliye Bakanlığı'ndan Ortak Çalışma: Balkanlardan Gelen Turistler ''Keyfinize bakın, biz battık'' Maskeleriyle Karşılanacak...",sarcastic
zaytung,2 Yıldır Üzerinde Çalıştığı ‘Barışı Getiren Kahraman: Erdoğan ve Çözüm Süreci’ İsimli Kitabının Basımını Durduramayan Harun Bekirci (58) Yoğun Bakımda,sarcastic
trt,Türk Kızılay'ın yardım tırları Gazzeliler için Refah Sınır Kapısı'nda bekliyor,non-sarcastic
zaytung,Kadıköy Belediyesi'nden İstanbullulara Dev Hizmet: Hafta Sonu Moda Sahili Dışında Gidilebilecek Alternatif Yerler Tanıtım Günleri Başlıyor,sarcastic
trt,Somali Dışişleri ve Uluslararası İşbirliği Devlet Bakanı Omar'dan ADF'ye övgü,non-sarcastic
zaytung,Hatay'da Hayatını Kaybedecek Bir Sonraki Eylemci Olan Nedim Sarıer(21)'in Adli Tıp Raporu Açıklandı: Ölüm nedeni güneş çarpması...,sarcastic
trt,Busenaz Sürmeneli'den altın madalya,non-sarcastic
trt,"İletişim Başkanı Altun, Aile ve Sosyal Hizmetler Bakanı Göktaş ile görüştü",non-sarcastic
trt,İlker Canikligil tutuklandı,non-sarcastic
trt,Bayram tatilinde emniyet kemeri takmayan 17 bin 427 sürücüye işlem,non-sarcastic
trt,Türkiye genelinde aranan 2 bin 574 kişi yakalandı,non-sarcastic
zaytung,"BİM'in ''50 Kuruş Farkla, Aldıklarınızı Migros Poşetine Koyalım'' Kampanyasına Müşterilerinden Yoğun İlgi...",sarcastic
zaytung,"1915 Olaylarını Tanımlama Konusunda Her Sene Sıkıntı Yaşayan ABD Senatosu, 24 Nisan Tarihini Resmi Tatil İlan Etme Kararı Aldı",sarcastic
trt,Cumhurbaşkanı Erdoğan: Terörsüz Türkiye için yeni müjdeler yolda,non-sarcastic
zaytung,Soma Faciası'nın 2. Yıl Dönümünde Yusuf Yerkel'in Sağ Dizinin Acısı Hala Yüreklerde...,sarcastic
trt,"TÜBİTAK'tan ""proje yarışmaları"" ile ilgili iddialara yalanlama",non-sarcastic
zaytung,Yıllar Sonra Gerçek Enflasyonu Açıklama İzni Alınca Gaza Gelip ENAG'ı da Geçen TÜİK: ''Galibiyete susamışız...'',sarcastic
zaytung,Piyasalarda Bugün: Geçen Hafta ''Abi coin işine bulaşmamak lazım'' Diyen O Eleman da Altcoin Tavsiyesi Vermeye Başladı...,sarcastic
zaytung,Müşteri Kılığında Fuhuş Operasyonuna Katılan Polis Memuru Nefsine Yenik Düştü...,sarcastic
trt,"Bakan Bolat, Ekonomi Koordinasyon Kurulu toplantısını değerlendirdi",non-sarcastic
zaytung,Komplo Teorisi Camiasının Acı Günü: Dünyayı Yöneten Aile ve İlluminati Videolarının Sevilen Yüzü David Rockefeller Aramızdan Ayrıldı,sarcastic
trt,Site yönetimi kiracının otopark hakkına 'karışamaz',non-sarcastic
trt,"Kabine üyelerinden, ""Aile Yılı"" paylaşımı",non-sarcastic
zaytung,"Üç Günlüğüne Gideceği Tatil Yeri Hakkında Üç Aydır İnternette Araştırma Yapan Hande Yüceza(28), Daha Görmeden Şehirden Sıkıldı...",sarcastic
zaytung,Küçük Alper'den Büyük Fedakarlık: ''Devletimize fazla masraf olacaksa bu senelik okullar hiç açılmasa da olur bence...'',sarcastic
trt,Bakan Tunç: Bu ülkede hukuk güvenliğinin olmadığını söylemek insafsızlıktır,non-sarcastic
zaytung,"YKS'de Yine Yürek Burkan Görüntüler: Sınava Yetişmeyi Başaran 2 Milyon Genç, Önümüzdeki 10 Yıl Bir Baltaya Sap Olma Şansını Mucizelere Bıraktı...",sarcastic
zaytung,"Türkiye ile Yunanistan Arasındaki Tampon Bölgede Kalan IŞİD'li, Özerkliğini İlan Etti...",sarcastic
trt,"Bakan Yerlikaya: Gazze'de yaşanan soykırıma dünya sussa, Türkiye susmaz",non-sarcastic
trt,İBB'deki yolsuzluk ve terör soruşturmalarında gözaltına alınanların ifade işlemleri sürüyor,non-sarcastic
zaytung,"Bu Sene Üniversiteyi Kazanan Eren Gülyüz'e, Babasının Yakın Arkadaşının Kuzeninden Müjdeli Haber: ""Sen yeter ki okulunu bitir, işin hazır...""",sarcastic
zaytung,Yargıda 'Milli İrade' Dönemi: Kim Adliye Önünde Daha Çok Adam Toplarsa O Haklı Olacak...,sarcastic
zaytung,"Yedi Saattir 420 TL Tutarındaki Alışveriş Sepetiyle Bakışan Bilge Aydur Cephesinde Pazarlıklar Sürüyor: ''Önümüzdeki ay hiç dışarı çıkmasam, kombiyi en düşükte yaksam...''",sarcastic
trt,Türk Eximbank tarihindeki en yüksek destek hacmine ulaştı,non-sarcastic
trt,Ataşehir ve Kartal belediye başkan yardımcıları mahkemeye sevk edildi,non-sarcastic
trt,Emevi Camii imamı: Erdoğan’ın yardım elini hepimiz gördük,non-sarcastic
trt,Erdoğan: Toprak bütünlüğü haiz Filistin devletinin kurulması daha fazla geciktirilemez,non-sarcastic
trt,NATO savunma harcamaları gündemiyle toplandı,non-sarcastic
zaytung,"Genç Popçu Berksan'ın Feryadı Yürek Dağladı: ''Ben de gittim Başbakan'ın toplantısına, niye kimse bana laf etmiyor lan?!''",sarcastic
