source,text,label
zaytung,hala tlye daire satmaya çalışan i̇nşaat firması unesco kültür mirası listesine alındı,sarcastic
zaytung,piyasalarda bugün yıldır borsa muhabbetiyle kafa ütüleyen ofisteki eleman yeniden coin tavsiyesi vermeye başladı,sarcastic
zaytung,türkiyenin i̇lk cinsellik sempozyumunda cinsel bir yaşam mümkün mü sorusuna yanıt arandı,sarcastic
zaytung,provokatörler yine sahnede beşiktaşta halka bağırarak game of thrones spoilerı veren kişi gözaltına alındı,sarcastic
zaytung,seks furya patla yıl baş sokak terket sahiplen bebek sıcak yuva umut azal devam,sarcastic
zaytung,türkiyenin aynı olimpos gibi ama o kadar kalabalık olmayan i̇şletmesi de en azından bu yazı batmadan tamamlayabilmeyi umuyor,sarcastic
zaytung,merkez banka dolar sert müdahale piyasa çok sayı kriz abi hükümet yıprat için adam sür,sarcastic
trt,başmüfettiş kartalkaya yan otel incele yap,non-sarcastic
trt,pençekilit operasyonu bölgesinde silah ve mühimmat ele geçirildi,non-sarcastic
trt,türkiye diplomatik temsil dünya ilk ülke ara,non-sarcastic
trt,irakın ve suriyenin kuzeyinde terörist etkisiz hale getirildi,non-sarcastic
zaytung,toplamda milletvekili çıkarabilen bayburt bir seçim öncesi daha siyasi partilere karşı mahcup yani buraya kadar geliyosunuz ama,sarcastic
zaytung,acun ilıcalıdan nihat doğan açıklaması sırf küfür etmek için her hafta survivor izleyeceğiniz başka ünlü vardı da biz mi çağırmadık,sarcastic
trt,i̇srail neden avrupanın aşırı sağ partileriyle ilişki kuruyor,non-sarcastic
zaytung,tüi̇k yetişkin bir türkiye cumhuriyeti vatandaşı günde ortalama kere koalisyon kelimesini kullanıyor,sarcastic
zaytung,kpss genel kültür genel yetenek alan sınav tamamla ardından tanı milletvekili bul etap geç,sarcastic
zaytung,belediye milyar borç devral belediye başkan koltuk nisa gel çocuk devret kayıp karış,sarcastic
trt,mayıs finansal okuryazar gün kutla,non-sarcastic
zaytung,uluslararası uzay i̇stasyonuna adım atan alper gezeravcıdan i̇lk açıklama vatanımız cennet burada kurulu düzenimiz olmasa,sarcastic
zaytung,ak partiden seçmeni yıldırma hamlesi bizim kazandığımız ilan edilene kadar her gün ali i̇hsan yavuzun yüzünü görmek zorunda kalacaksınız,sarcastic
zaytung,yeni zelandadan sonra e giren yerleşim birimi olan çorum balıyakup köyünde i̇mama tepkiler dinmiyor,sarcastic
trt,hakan fidan katar git,non-sarcastic
zaytung,önce bitcoin borsa bat maaş zam açıkla mert aycan doğal seleksiyon yarış çek açıkla,sarcastic
zaytung,wikileaks belgeleri i̇le birlikte türkiyede her kesimin kendi siyasi görüşüne olan i̇nancı biraz daha pekişti,sarcastic
trt,elektrik zam bakan bayraktar yanıtla,non-sarcastic
trt,türkiye myanmar deprem hayat kaybet için taziye mesaj yayınla,non-sarcastic
trt,bakan tunç i̇ş kuracak eski hükümlüler için hibe desteği sağlanacak,non-sarcastic
zaytung,yaşında hayatını kaybeden nesibe gülmüşün ailesi defin i̇şlemlerini başlatmak i̇çin hıncal uluç tarafından yapılacak kesin açıklamayı bekliyor,sarcastic
zaytung,ekim back to the future furyasına filmin yönetmeni daha fazla dayanamadı eeeh sizin gelmişinizi geçmişinizi,sarcastic
zaytung,altıncı karısı evden kaçan dubai şeyhi elmaktum biz de haberleri izleyince fark ettik yokluğunu,sarcastic
trt,bakan fidan riyad suriye konu toplantı katıl,non-sarcastic
trt,milletlerarası anlaşma resmi gazete,non-sarcastic
zaytung,maliye bakanlığından piyasaları rahatlatacak hamle döviz kuru yüzünden batan i̇şletmelere şehit ünvanı verilecek,sarcastic
trt,altun özel tepki devlet kadar tanı açık orta koy,non-sarcastic
zaytung,adrenalin tutkun yeni adres adana adliye,sarcastic
zaytung,i̇bb ülke gündeminin bir nebze normalleşmesi adına önümüzdeki günlerde i̇stanbulun herhangi bir yerinde karla mücadele edilmeyeceğini açıkladı,sarcastic
trt,gazzeye yardım taşıyan i̇yilik gemisi yola çıktı,non-sarcastic
trt,i̇stanbul merkezli fetö operasyonu şüpheli tutuklandı,non-sarcastic
zaytung,türkiye ekran baş kilitle kala yaş hayat kal mücadele nefes kes,sarcastic
zaytung,yıl haber takvim açıkla,sarcastic
trt,bakan göktaş oecd ve üye ülkelerle iş birliğimizi kararlılıkla sürdüreceğiz,non-sarcastic
trt,ak parti sözcüsü çelikten nisan emuhtıra mesajı,non-sarcastic
zaytung,dalgınlıkla yapılan reply to all bir ofise daha ateş düşürdü,sarcastic
zaytung,sağlık bakanlık rahatla açıkla sinir hasta sefalet endeks dünya ülke vatandaş,sarcastic
zaytung,cumhuriyet gazete fetö karşıt yüzlerce haber oluş geniş arşiv şans kayyım bekle eski sayı aynen bas yet,sarcastic
trt,fahrettin altundan harvard cmes müdürü prof dr kafadarın görevden alınmasına tepki,non-sarcastic
zaytung,ortadoğu yeni turizm cennet suruç hafta konuk peşmerge,sarcastic
trt,cumhurbaşkanı erdoğan ürdün dışişleri bakanı safediyi kabul etti,non-sarcastic
trt,kaya düş genç sahil güvenlik ekip kurtar,non-sarcastic
trt,emine erdoğan i̇slam aleminin miraç kandilini kutladı,non-sarcastic
zaytung,i̇bbden kadir topbaşa anlamlı veda bir sonraki yağışta sular altında kalacak i̇lk alt geçide i̇smi verilecek,sarcastic
trt,cumhurbaşkanı erdoğan asır birliktelik katkı ver plaket,non-sarcastic
trt,emine erdoğan dünya denge yeniden kur biz,non-sarcastic
zaytung,suriyede silahlanan yüz kişilik grup kiminle ne i̇çin savaşacağına karar vermeye çalışıyor,sarcastic
trt,bakan fidan irak başbakanı sudani tarafından kabul edildi,non-sarcastic
trt,tüi̇k uzman yardımcısı alacak,non-sarcastic
zaytung,aile oku ver bir usta yan teklif kabul çocuk sanayi birinci yıl dol,sarcastic
zaytung,özel beybihan üniversitesi müfredatına eklediği ab pasaportlu eş bulma dersiyle gençleri geleceğe hazırlıyor,sarcastic
trt,maydonoz döner fetö operasyon gözaltı,non-sarcastic
trt,dmm devlet bahçeli entübe edildi iddiası doğru değildir,non-sarcastic
zaytung,neo osmanlıcılık politikasından beklediği verimi alamayan dışişleri bakanlığı hedef küçülttü neo kayı boyuculuk,sarcastic
zaytung,artan ulaşım maliyetlerine karşı hükümetten i̇lk adım koronavirüs önlemleri kapsamında şehirlerarası seyahat yasağı geri dönüyor,sarcastic
zaytung,yanlışlıkla televizyonda erdoğanın konuşmasına denk gelen arda kuycuk kontrolden çıktı acıktık şu sofraya kuru sulu bi şey koyun lan sürtükler,sarcastic
zaytung,sahip bir kere mezar git kendi hemen yeni yuva bul köpek tepki din,sarcastic
zaytung,newsweekin en iyi ülkeler sıralamasında üst üste yıldır sonuncu olan burkina fasoda yönetim i̇stifa etti,sarcastic
zaytung,özlem yurtseven facebook gerçek takip aşk hayat sezon final heyecan,sarcastic
zaytung,yazın görkemli bir düğünle dünya evine giren genç çift eylül ayı i̇tibariyle yerli diziyi çekirdek çitleyerek takip ediyor,sarcastic
trt,bakan göktaş bmdeki kadının statüsü komisyonu toplantısına katıldı,non-sarcastic
trt,ekrem i̇mamoğlu görevden uzaklaştırıldı,non-sarcastic
zaytung,hazine maliye bakanlık batı açık teklif yaş bak maaş birlikte gönder biz baş taç yap,sarcastic
zaytung,diyanet i̇şleri başkanlığı almanya i̇le yaşanan gerginliğin konu yine mercedese gelmeden çözülmesini umuyor,sarcastic
trt,bakan kurum ekip toplantı devam,non-sarcastic
trt,türkiye pakistan düzenle terör saldırı şiddet kına,non-sarcastic
zaytung,bakan nebati memur emekli yeni yıl müjde art yemek her gün kendi bağışla sevap nokta,sarcastic
zaytung,sigarayı bırakmak spora başlamak yurt dışında i̇ş bulmak gibi maddelerden oluşan hedefleri listesi i̇lk ayın ardından bir şekilde sağ salim atlatmak olarak güncellendi,sarcastic
zaytung,en önemli vaatleri kıraathane ve park olan ak partide seçim kampanyası i̇şinin de torpille halledildiği yönünde şüpheler artıyor,sarcastic
zaytung,seçim sloganını daha da güzel olacak şeklinde belirleyen ak partiden yeni hamle binali yıldırım bir dizi estetik operasyon i̇çin bıçak altına yatıyor,sarcastic
zaytung,hdp heyeti kürt sorunu diye bir şey olmadığını öcalana haber vermek üzere i̇mralıya gidiyor,sarcastic
zaytung,siyasi konjonktüre göre o an kimin terörist olup olmadığını güncel olarak takip edebileceğiniz terrorist detector uyguluması app store ve google play storeda,sarcastic
zaytung,türkiye i̇şverenler sendikası yüksek lisans mezunu i̇ngilizce bilen ve en az yıl i̇ş tecrübeli adaylara teklif edilecek i̇şinize gelirse ücretinin de net tlye çıkarıldığını açıkladı,sarcastic
zaytung,alıç kılık gir kaçak şube ekip piyasa değer milyon dolar tarih eser milyon kapa başar,sarcastic
trt,irak ve suriyenin kuzeyinde terörist etkisiz hale getirildi,non-sarcastic
zaytung,evde oturmaya da dışarı çıkmaya da parası yetmeyenler i̇çin yaklaşan kış öncesi cazip bir alternatif tüm yönleriyle merdiven boşluğu,sarcastic
zaytung,fake hospital kanser çare bul açıkla,sarcastic
trt,bakanlık tek tek ifşa bal sucuk salam peynir tereyağı hile,non-sarcastic
zaytung,zor gün geçir yunanistan şaşır teklif ülke üst yap,sarcastic
zaytung,ülkedeki gerginliğin bir türlü i̇stenen seviyeye ulaşmamasının ardından kabinede değişiklik sinyalleri ahmet davutoğlu i̇çişleri bakanı mı oluyor,sarcastic
trt,trablus çatış türk vatandaş türkiye dön,non-sarcastic
trt,meb hazırla etkin nisa şenlik hava geç,non-sarcastic
trt,ferdi tayfur son yol uğurla,non-sarcastic
trt,cumhurbaşkanı erdoğan çanakkale ruh yol aydınlat sür,non-sarcastic
zaytung,türkiye üretim fazlası gündemi yurt dışına i̇hraç etmeye hazırlanıyor,sarcastic
trt,cevdet yıl bağımlı mücadele devlet politika bir parça,non-sarcastic
zaytung,seçim öncesi ekonomide sevindiren gelişme adıyamanın kahta i̇lçesinde devlete ait henüz satılmamış fabrika bulundu,sarcastic
zaytung,ege facia bodrum bir yazlık aşırı akraba ziyaret çök,sarcastic
trt,i̇letişim başkanlığından asrın felaketinin yıl dönümüne özel kitap,non-sarcastic
zaytung,seçim takvim açıkla karel ceket geç ağustos kadar kuru temizle ver gerek,sarcastic
trt,reyhanlı saldırı fail tutukla,non-sarcastic
trt,cumhurbaşkanı erdoğan pakistan başbakan şerif görüş,non-sarcastic
zaytung,i̇ki aydır aralıksız tatil fotoğrafı paylaşan simge çağılın tam olarak hangi parayı yediğiyle i̇lgili spekülasyonlar büyüyor,sarcastic
trt,erdoğan chp sadece yolsuz darbe kitap yaz,non-sarcastic
zaytung,ygsde i̇lk e girmeyi başaran murat ercimen en büyük hayali olan lira maaş i̇çin kpss kasmaya bir adım daha yaklaştı,sarcastic
zaytung,ilımlı balkon konuşmasının ardından erdoğanın seçmenlerinde hayal kırıklığı o kadar adamı boşuna mı yuhaladık,sarcastic
zaytung,sürekli şeker çay kız sürekli beşiktaş çocuk çık başla kutla sür,sarcastic
trt,numan kurtul birlik beraber kardeş tesis,non-sarcastic
trt,irakın kuzeyinde terörist etkisiz hale getirildi,non-sarcastic
trt,suriye istihbarat türkiye rol model,non-sarcastic
trt,dmm i̇srailin propaganda hesaplarının paylaşımlarını yalanladı,non-sarcastic
trt,i̇skenderun sahil projesi ekimde açılacak,non-sarcastic
zaytung,meteoroloji bu sefer i̇şi şansa bırakmadı alaskadan sipariş edilen groston kar haydarpaşa limanında,sarcastic
zaytung,turizmciler abyle gerilimin düşürülmesi i̇çin hükümetle masaya oturacak kaç oy gelecekse o işten söyleyin ayarlayalım biz size,sarcastic
trt,bakan fidan adf youth etkinliğinde üniversite öğrencileriyle buluştu,non-sarcastic
zaytung,i̇şsiz sayısının milyonu geçmesi üzerine hükümetten açıklama gecikmedi onları da tanzimlerde satış görevlisi yaparak,sarcastic
trt,provokatör saldırı polis yarala şüphe gözaltı,non-sarcastic
zaytung,i̇ç savaş tehlikesi beliren burkina fasoda türkiye büyükelçisi dışişlerine çağrıldı ocak şubat dönemi için milyon mültecilik rezervasyon yaptıracaktık,sarcastic
zaytung,tüketici hakları derneği bir heves alınıp en fazla i̇ki kere kullanılan küçük ev aletleri i̇çin harekete geçti,sarcastic
zaytung,turizm bakanlık avrupa vatandaş çağrı nasılsa ora güven bari gelin biz cennet koy saldırı uğra,sarcastic
trt,bakan fidan rus mevkidaş lavrov görüş,non-sarcastic
trt,bayram ikramiye bugün hesap yatır başla,non-sarcastic
zaytung,davutoğlunun halepi yozgat yapacaktık açıklamasının ardından yozgatta i̇syan biz neden yozgat yapıldık daha önce neydik,sarcastic
zaytung,şehrin ortasındaki tek parkı yıkıp avm yapmak i̇sterken dış mihraklar tarafından engellenen başbakan erdoğanı halk bağrına bastı,sarcastic
trt,emine erdoğan endonezya yunus emre enstitü ziyaret,non-sarcastic
zaytung,polis hafta etkin kapsam yıl bırak bisiklet kullan şov yap bisiklet polis çoluk çocuk yüz bak,sarcastic
zaytung,covida yakalanan sağlık çalışanı yönetimden mobbing hasta yakınlarından darp göreceği sağlıklı günlere geri dönmek i̇çin gün sayıyor,sarcastic
zaytung,i̇çişleri bakanlığı sabah karanlıkta servise koşan liselileri şafak baskını sanarak teslim olan suç örgütünün çökertildiğini açıkladı,sarcastic
zaytung,türkiyenin yerli kredi derecelendirme kuruluşu hamlesinden i̇lham alan genç kendi öğrenci seçme ve yerleştirme merkezini kurmaya hazırlanıyor,sarcastic
zaytung,cumhurbaşkanı erdoğan merkez banka dolar uyarı çıkar böyle kal,sarcastic
trt,bakan fidan riyad diplomasi trafik,non-sarcastic
zaytung,meb i̇lkokula arapça dersi konulmasını açıkladı lan bugüne kadar i̇ngilizce verdik de noldu sanki öğreniyosunuz da,sarcastic
zaytung,dönem dizileri yüzünden larda gibi yaşamaya zorlanan balat mahallesi sonunda i̇syan bayrağını çekti,sarcastic
trt,irakın kuzeyinde terörist etkisiz hale getirildi,non-sarcastic
trt,türkiye yıldır nato güç destek,non-sarcastic
zaytung,adana belediyesinden vefa örneği klimanın mucidi willis carrierın adı bir caddede yaşatılacak,sarcastic
zaytung,ayvalık belediye belde genel tatil biri yat ümit tercih bil,sarcastic
trt,abd ankara büyükelçi ata barrack ankara gel,non-sarcastic
zaytung,son gün kamuoyu meşgul soylu jip marka telefon numara kaç yıllık önce hangi yap önem soru habertürk ekran yanıt bul,sarcastic
trt,türkiye pakistan terör saldırı kına,non-sarcastic
zaytung,hükümet sözcüsü ohalin süresiyle i̇lgili soruları yanıtladı bunları devlete doldurmak senemizi aldığına göre oradan hesaplayın işte,sarcastic
zaytung,sene gün rapor demirtaş öğretmen soruştur bilirkişi mustafa pektemek ata,sarcastic
zaytung,yerli otomobili büyük bir heyecanla bekleyen nizam petekci öğrenci akbiline veda etmeye hazırlanıyor,sarcastic
trt,cumhurbaşkanı erdoğan çanakkale zafer mesaj,non-sarcastic
trt,rasim ozan kütahya hak yıl kadar hapis talep iddianame hazırla,non-sarcastic
trt,trafik kaza yıl ilk can,non-sarcastic
zaytung,i̇nternetime dokunma yürüyüşüne katıldığını sanan bin kişi böyle bir yürüyüşün aslında hiç gerçekleşmediği gerçeğiyle yüzleşmeye çalışıyor,sarcastic
zaytung,türkiye tarım i̇thalatında sınır tanımıyor çinin ayda yetiştireceği pamuğun i̇lk müşterisi biz olduk,sarcastic
trt,milletlerarası antlaşma resmi gazete,non-sarcastic
zaytung,çevre ve şehircilik bakanlığından kanal i̇stanbul yapılırsa i̇stanbul susuz kalacak i̇ddialarına yanıt ya araplar alışık zaten size ne oluyor,sarcastic
zaytung,meteorolojiden i̇stanbullulara uyarı kar yağışı herkes story atmaktan sıkılana kadar sürecek telaşa lüzum yok,sarcastic
zaytung,rapor ofis yüksek performans çalış personel alışveriş site alın ürün getir kargo çocuk,sarcastic
trt,msü askeri öğrenci aday tercih işlemleri başladı,non-sarcastic
trt,hakim savcı görev yüksel karar resmi gazete,non-sarcastic
trt,cumhurbaşkanı erdoğan sultanahmet vatandaş kandil kutla,non-sarcastic
zaytung,başkanlık sistemi i̇çin tutuklu hdp milletvekili yeter sayısına ulaşılmasının ardından chpde gergin bekleyiş bizden kaç tane lazım şimdi,sarcastic
zaytung,cumhurbaşkanlığı hibe uçak açıkla üçüncü kat imar uygun,sarcastic
zaytung,yıl nobel ekonomi ödül görev gel gün üşen her hafta bir yeni ekonomi model açıkla hazine maliye bakan berat albayrak layık gör,sarcastic
trt,kdkdan fahri trafik müfettişleri için fotoğraf tavsiyesi,non-sarcastic
zaytung,gerçekleştirdiği canlı bomba saldırısında da türkiyenin herhangi bir güvenlik açığını bulmayan işi̇dda i̇stifalar başladı,sarcastic
zaytung,ankara yağ kar instagram erişim kontrol sağla,sarcastic
trt,doktor önder açıkla genel durum dün iyi,non-sarcastic
trt,kartalkaya otel yangın iste ceza belli,non-sarcastic
zaytung,maliye bakanlığı asgari ücret artışı i̇çin kaynak bulunma i̇htimaline karşı özel uçak siparişi daha verdi,sarcastic
trt,rtük başkan şahi yayın kuruluş yönelik uyarı açıkla,non-sarcastic
trt,dışişi türkiye suriye halk yönetim yan devam,non-sarcastic
zaytung,bakım tamir gel araç radyo kanal değiş çete levent oto sanayi düzenle operasyon çöker,sarcastic
zaytung,saat boyunca hoşlan kız şiir maruz kal genç fena hastane kaldır,sarcastic
trt,cumhurbaşkanı erdoğan mayıs ecza gün kutla,non-sarcastic
zaytung,ispartayı derecede saat elektriksiz bırakan akdeniz elektrik dağıtım aşden türkiyeye müjdeli haber henüz can kaybı yok pahalı geliyorsa siz de komple şalterleri indirebilirsiniz,sarcastic
zaytung,sağlık bakanı koca hazirandan itibaren yaş üstü vatandaşlarımızı da amaaan neyse ya kimmiş şimdi o defne belli mi,sarcastic
zaytung,herkes maske güneş gözlük otur moda sahil kaos büyü hangi ben arkadaş grup,sarcastic
zaytung,bir aydır orman yangınlarıyla boğuşan kanada türkiyeden yardım i̇stedi nasıl açıklama yapıyorduk biraz taktik verin,sarcastic
zaytung,tarihçiler dünya savaşının twitterdan başlaması i̇htimaline karşı ayakta biz yine prens öldürüldü falan diye yazalım bunu,sarcastic
trt,tbmm başkan kurtul şırnak gabar dağ petrol izle,non-sarcastic
trt,türk kızılaydan öğrencilere anne eli i̇ftarı,non-sarcastic
zaytung,yunanistana yardım i̇çin adet yangın söndürme uçağı gönderileceğini açıklayan dışişleri bakanı çavuşoğlu yalnız uçaklar emanet hocam biraz dikkatli şeyapabilirsek,sarcastic
zaytung,suriye konusunda i̇yice gerilen abd ve rusya suriyeyi biraz daha bombalayarak gerginliği atmaya çalışacak,sarcastic
trt,samsun heyelan facia yaşa akaryakıt istasyon müdür gözaltı,non-sarcastic
zaytung,yerel seçimlerdi yaz tatiliydi derken bir türlü dinlenme fırsatı bulamayan dönem milletvekilleri yarın başlayacak yeni yasama yılını i̇ple çekiyor,sarcastic
trt,sırrı süreyya önder bugün son yolcu uğurla,non-sarcastic
zaytung,bu sabah banka tarafından geciken kredi kartı ödemesi i̇çin aranmayan murat yemiş genel müdürlükteki kızın sağlığından endişeli,sarcastic
zaytung,reyhanlı patlamasıyla i̇lgili yayın yasağına basın camiasından ortak tepki niye nooldu ki reyhanlıda,sarcastic
trt,yıl son gün göç kaçak yakala,non-sarcastic
trt,büyük deprem saniye sür,non-sarcastic
trt,bakan yerlikaya ülke transit göç rota çık,non-sarcastic
trt,bakan fidan suriye toplantı kat,non-sarcastic
zaytung,türkiye evet videoları konusunun i̇ş nihat doğana gelmeden sönümlenmesini umuyor,sarcastic
zaytung,tl emekli i̇kramiyesine hak kazanan muzaffer yücepin telefonu dünden beri susmuyor meğer ne çok akrabam varmış,sarcastic
trt,cevdet yılmazdan tüsi̇ada tepki açıklamalarına ilişkin paylaşım,non-sarcastic
trt,türkiye büyük lise eğitim yerleşke,non-sarcastic
trt,ürdün türkiye üst düzey ziyaret,non-sarcastic
zaytung,padişah kostümüyle sünnetten kaçan adyi akp aday adayı zanneden konyalılar minik yavrunun saat süren mitingine yoğun i̇lgi gösterdi,sarcastic
zaytung,kaynacıklı belediyesi geçtiğimiz yıl i̇nternet sitesini ziyaret eden kişiye i̇ftar yemeği verdi,sarcastic
trt,türkiye adalet akademi kanun teklif komisyon kabul,non-sarcastic
zaytung,müyap rtük anlaş klip çek zor,sarcastic
zaytung,şike soruştur birlikte türkiye yeniden doy futbol tartış coşku yaşa,sarcastic
trt,i̇çişleri bakanı yerlikayadan şubat depremleri paylaşımı,non-sarcastic
trt,başıboş köpek sorun için mülkiye müfettiş görev,non-sarcastic
zaytung,yabancı uyruk binlerce katil hırsız uyuşturucu satıcı tecavüz çocuk taciz serbest bırak öğren türkiye şok tutukla,sarcastic
zaytung,yozgattan dünyanın coğrafi merkezi olduğu i̇ddiasıyla gündeme gelen çoruma çağrı şu leblebiyi bize verin bari,sarcastic
trt,suriye türkiye tarihi ziyaret,non-sarcastic
trt,fidan şam ziyaret dünya basın,non-sarcastic
trt,cumhurbaşkanı erdoğandan i̇yimayanın ailesine taziye ziyareti,non-sarcastic
trt,boykot çağrı ilişkin resen soruştur başla,non-sarcastic
trt,cumhurbaşkanı erdoğan türkiye emek alın ter,non-sarcastic
trt,ticaret bakan bolat suriye git,non-sarcastic
zaytung,trumperdoğan görüşmesini diplomatik skandalla da olsa abd gündemine taşımayı başaran cumhurbaşkanlığı koruma ekibine devlet üstün hizmet madalyası,sarcastic
trt,konya büyük deprem,non-sarcastic
zaytung,samsungdan sevindiren haber henüz patlamayan note ler teknik servislerde fünye ile patlatılacak,sarcastic
zaytung,londrada bir banka şubesinin önünde şüpheli şekilde duran ortadoğulu fünye i̇le patlatıldı,sarcastic
trt,bahçe parti büyük kongre anlam hediye,non-sarcastic
zaytung,i̇bbden katılımcı demokrasi dersi önümüzdeki günlerde kar yüzünden trafiğin felç olacağı noktalar i̇stanbulluların oylarıyla belirlenecek,sarcastic
zaytung,çavuşoğlu turist göz zevk boz çirkin vatandaş etki bir estetik operasyon kampanya,sarcastic
zaytung,imfden sevindiren rapor her zam haberinin ardından sosyal medyada esprilerin havalarda uçuştuğu türkiye en neşeli fakirleşen ülke,sarcastic
zaytung,kürt sorun çözüm konu görüş hala açıkla tespit kişi demokratik açılım süreç hükümet yeni umut,sarcastic
trt,bakan tunç hukuk boykot çağrı kabul,non-sarcastic
trt,cumhurbaşkanı erdoğan vahşet hiçbir izah,non-sarcastic
zaytung,bodrumda farklı beachte ele geçirilen sahte eda taşpınarların kenyaya i̇ade i̇şlemleri başlatıldı,sarcastic
zaytung,laf icraat bak slogan seçim hazırla tayyip erdoğan akşam saat dakika saniye boyunca sus,sarcastic
zaytung,babasının belediyeden aldığı i̇halelerle vakıf üniversitesinde okuyan berat yusuf murazlar öğrenciler aç geçinemiyor söylentilerinin maksatlı bir provokasyon olduğuna i̇nanıyor,sarcastic
zaytung,teknik sorunlar nedeniyle türkiyeye doğalgaz satışını durduran i̇ran teknik olarak bedavaya gaz vermiyoruz,sarcastic
zaytung,başkan aday kesin melih gökçek yıl ardından hatırla kadar karayalçın dönem mücadele sür açıkla,sarcastic
zaytung,ak partide kimseye terörist falan demeden normal i̇nsan gibi seçim kampanyası yürüten binali yıldırım sağlık kontrolünden geçirilecek,sarcastic
zaytung,tüi̇k nisan verilerini açıkladı seviyorsan aç konuş abi gazıyla yola çıkanların yüzde si konuya bile giremedi yüzde i arkadaş olarak görüldü,sarcastic
trt,mil boksör kadın dünya boks şampiyona madalya kazan,non-sarcastic
zaytung,rapor türkiye hafta suudi arabistan milyar dolar gel katar rusya öte arap,sarcastic
zaytung,dünya sağlık örgüt varyant konu türkiye endişe gerek açıkla pahalı gelir zaten,sarcastic
zaytung,bir aylık salsa ders düğün halay gazap uğra,sarcastic
zaytung,i̇ç güvenlik paketinin yasalaşmasını bekleyen yıllık polis memuru ekrem yudumlu basacağı evlerin listesini netleştirdi,sarcastic
trt,i̇stanbul havalimanında tarihi gün uçak aynı anda kalkış yaptı,non-sarcastic
zaytung,çarşı pazar gör fiyat gerçek uzun süre şüphelen şizofreni teşhis derin bir çek,sarcastic
zaytung,harcamalarını düzenli olarak kısan genç bankacı farkında olmadan avcıtoplayıcı yaşama geri döndü,sarcastic
zaytung,mitinglerinde aşırı coşkulu görünen muharrem i̇nceye milyar dolarlık dış borçtan kimsenin bahsetmediği yönünde şüpheler artıyor,sarcastic
zaytung,yıl süren kanlı çatışmaların ardından afganistanda yönetimi ele geçiren taliban sırf uyuşturucu satıp kadın öldürmek i̇çin o kadar zahmete değip değmediğini sorguluyor,sarcastic
trt,tüsi̇ad yi̇k başkanı arasa soruşturma,non-sarcastic
trt,azerbaycan din acı hoca katliam,non-sarcastic
zaytung,tarkan hala hangi şarkısının ekmeğini yiyor tartışmasında yumruklar konuştu polis şımarıkcılar ve oynama şıkıdımcıları güçlükle ayırdı,sarcastic
trt,akif çağatay kılıç terör faaliyet son bul bir suriye oluş için çalış,non-sarcastic
zaytung,aydır birbirine atarlanan ütopyalılara dışarıda kimse tarafından i̇plenmedikleri bugün de söylenemedi,sarcastic
zaytung,ortadoğuda kazandığı zaferlere yenilerini eklemek i̇steyen türkiye lübnana uçuş sayısını artırmaya hazırlanıyor,sarcastic
trt,kahtasiverek arası dakikaya düşüyor,non-sarcastic
zaytung,meteoroloji müjde trendyol bildirim hafta baş itibaren yurt genel etki yitir,sarcastic
trt,i̇stanbul valisi gülden manipülatif paylaşımlara karşı uyarı,non-sarcastic
trt,demir yol işle ilişkin esas düzenle,non-sarcastic
trt,bakanlık aile iftar buluş,non-sarcastic
zaytung,etil alkolün i̇çine acı madde katılmasını zorunlu kılan düzenlemenin ardından hükümetten yeni hamle tütün satıcıları da sattıkları tütünün i̇çine i̇şeyecek,sarcastic
trt,bakan yerlikaya saraçhane polis yarala,non-sarcastic
zaytung,yıllardır gdolu meyve trans yağlı patates hnli tavukla beslenen türkiye şarbonlu ete meydan okuyor,sarcastic
trt,msb son bir hafta terörist etki hal getir,non-sarcastic
zaytung,yök volkan bay savun muhalif bir paylaşım var çok araştır çık mecburen görev tut,sarcastic
trt,türkiye belediye birlik başkanvekili zeydan kara seç,non-sarcastic
trt,i̇stanbulda son günde bin den fazla genç evlilik kredisine başvurdu,non-sarcastic
zaytung,instagramdan şubatta atama müjdesi personal trainer yogapilates eğitmeni ve diyetisyen daha alınacak,sarcastic
zaytung,facebookta her yazdığı en az like alan kıza konunun edebiyat yeteneğiyle i̇lgili olmadığı söylenemiyor,sarcastic
trt,sahil güvenlik geçen göç kaçak yakala,non-sarcastic
zaytung,amanda cerny ile dünya gündemine gelmeyi başaran yozgattatoplu dmden yürüme seferberliği i̇lk hedef adriana lima,sarcastic
trt,alka hava ve kara hedeflerini imha ediyor,non-sarcastic
trt,mhp erbakan taziye ara dönüş yap,non-sarcastic
trt,bakan fidan abdli mevkidaşı rubio ile bir araya geldi,non-sarcastic
zaytung,yurtdışından elektronik eşya siparişi verdikleri tanıdıklarını karşılamaya giden vatandaşlar atatürk havalimanında i̇zdihama sebep oldular,sarcastic
zaytung,son salıvermelerle birlikte bir darbe tehditini daha atlatan akpden taksim meydanına rıza sarraf ve milli i̇rade heykeli,sarcastic
trt,ekrem i̇mamoğlunun danışmanı dhkpc operasyonunda gözaltına alındı,non-sarcastic
trt,mavi vatan tatbikat başla,non-sarcastic
trt,cumhurbaşkanı erdoğan yeni zelanda başbakanı luxon ile bir araya geldi,non-sarcastic
zaytung,son olarak kktc i̇le de gerilim yaşamayı başaran erdoğan gözüne bağcıları kestirdi,sarcastic
zaytung,facebook yönetim eleştiri yanıt ver profil resim değiş uygula ülke yarı fazla katliam için geçerli,sarcastic
zaytung,kehanetlerinden hiçbirisi tutmayan ünlü astrolog i̇çin de i̇ddialı konuştu hayırlısı neyse o olacak,sarcastic
